Gene ID,Seed_Gene,GeneA,GeneB
21,RIPK2,10392,8767
21,RIPK2,8767,8517
21,RIPK2,64127,8767
21,RIPK2,8767,7188
21,RIPK2,8767,7189
21,RIPK2,8767,329
21,RIPK2,8767,7132
21,RIPK2,958,8767
21,RIPK2,7185,8767
21,RIPK2,8767,7186
21,RIPK2,329,8767
21,RIPK2,330,8767
21,RIPK2,834,8767
21,RIPK2,7329,8767
21,RIPK2,8767,8837
21,RIPK2,8767,100506742
21,RIPK2,8767,7189
21,RIPK2,100506742,8767
21,RIPK2,4216,8767
21,RIPK2,9618,8767
21,RIPK2,64127,8767
21,RIPK2,7189,8767
21,RIPK2,8767,331
21,RIPK2,8767,331
21,RIPK2,331,8767
21,RIPK2,6885,8767
21,RIPK2,8767,6885
21,RIPK2,8767,10392
21,RIPK2,6885,8767
21,RIPK2,6885,8767
21,RIPK2,8767,7316
21,RIPK2,8767,331
21,RIPK2,1147,8767
21,RIPK2,120892,8767
21,RIPK2,8767,120892
21,RIPK2,7187,8767
21,RIPK2,7187,8767
21,RIPK2,7187,8767
21,RIPK2,8767,7187
21,RIPK2,8767,55818
21,RIPK2,8767,3275
21,RIPK2,331,8767
21,RIPK2,10392,8767
21,RIPK2,6472,8767
21,RIPK2,4343,8767
21,RIPK2,10482,8767
21,RIPK2,64127,8767
21,RIPK2,3662,8767
21,RIPK2,3662,8767
21,RIPK2,8767,3662
21,RIPK2,11116,8767
21,RIPK2,114769,8767
21,RIPK2,331,8767
21,RIPK2,331,8767
21,RIPK2,8767,246330
21,RIPK2,246330,8767
21,RIPK2,246330,8767
21,RIPK2,64127,8767
21,RIPK2,8767,375607
21,RIPK2,8767,331
21,RIPK2,8767,8737
21,RIPK2,8767,55072
21,RIPK2,7316,8767
21,RIPK2,4089,192656
21,RIPK2,57154,192656
22,SP140,11262,55942
23,SPRED1,161742,7016
23,SPRED1,55644,161742
23,SPRED1,5499,161742
23,SPRED1,79607,161742
23,SPRED1,54902,161742
23,SPRED1,51726,161742
23,SPRED1,1026,161742
23,SPRED1,55577,161742
23,SPRED1,1104,161742
23,SPRED1,8848,161742
23,SPRED1,5499,161742
23,SPRED1,161742,6839
23,SPRED1,23390,161742
23,SPRED1,23390,161742
23,SPRED1,161742,23390
23,SPRED1,55294,161742
23,SPRED1,1994,161742
23,SPRED1,999,161742
23,SPRED1,100009298,161742
26,UCN,1394,7349
26,UCN,1393,7349
26,UCN,7349,1394
26,UCN,64680,7349
26,UCN,29151,1394
26,UCN,7349,58959
26,UCN,7349,64680
26,UCN,1394,29151
